movie_id,title,tags,kmeans_cluster
10385,Hanging Up,"['trio', 'sisters', 'bond', 'ambivalence', 'toward', 'approaching', 'death', 'curmudgeonly', 'father', 'none', 'particularly', 'close', 'comedy', 'drama', 'sistersisterrelationship', 'cheating', 'amnesia', 'crisisline', 'telephone', 'lossofwife', 'exwife', 'womandirector', 'megryan', 'dianekeaton', 'lisakudrow', 'dianekeaton', 'hangingup']",0
55779,Final Destination 5,"['fifth', 'installment', 'death', 'omnipresent', 'ever', 'unleashed', 'one', 'mans', 'premonition', 'saves', 'group', 'coworkers', 'terrifying', 'suspension', 'bridge', 'collapse', 'group', 'unsuspecting', 'souls', 'never', 'supposed', 'survive', 'terrifying', 'race', 'time', 'illfated', 'group', 'frantically', 'tries', 'discover', 'way', 'escape', 'deaths', 'sinister', 'agenda', 'horror', 'mystery', 'premonition', 'deathbyaccident', 'crash', 'endishere', 'duringcreditsstinger', '3d', 'emmabell', 'nicholasdagosto', 'milesfisher', 'stevenquale', 'finaldestination', '5']",4
10154,Mickey Blue Eyes,"['english', 'auctioneer', 'proposes', 'daughter', 'mafia', 'kingpin', 'realize', 'certain', 'favors', 'would', 'asked', 'comedy', 'crime', 'romance', 'newyork', 'marriageproposal', 'fbi', 'mafiaboss', 'mafia', 'hughgrant', 'jamescaan', 'jeannetripplehorn', 'kellymakin', 'mickeyblueeyes']",2
10647,Pay It Forward,"['like', 'kids', '12yearold', 'trevor', 'mckinney', 'believed', 'goodness', 'human', 'nature', 'like', 'many', 'kids', 'determined', 'change', 'world', 'better', 'unlike', 'kids', 'succeeded', 'drama', 'romance', 'childspointofview', 'candlelightvigil', 'gooddeed', 'exoticdancer', 'schoolteacher', 'extracreditassignment', 'disfigurement', 'juniorhighschool', 'burninjury', 'womandirector', 'kevinspacey', 'helenhunt', 'haleyjoelosment', 'mimileder', 'payitforward']",0
11431,Fever Pitch,"['relaxed', 'charming', 'ben', 'wrightman', 'meets', 'workaholic', 'lindsey', 'meeks', 'finds', 'sweet', 'charming', 'hit', 'winter', 'ben', 'spend', 'every', 'waking', 'hour', 'lindsey', 'summer', 'comes', 'around', 'corner', 'lindsey', 'discovers', 'bens', 'obsession', 'boston', 'red', 'sox', 'thinks', 'perfect', 'everything', 'goes', 'downhill', 'comedy', 'drama', 'romance', 'baseball', 'fanatic', 'relationshipproblems', 'sport', 'teacher', 'redsox', 'fenwaypark', 'drewbarrymore', 'jimmyfallon', 'jasonspevack', 'bobbyfarrelly', 'feverpitch']",0
8457,Drillbit Taylor,"['three', 'kids', 'hire', 'lowbudget', 'bodyguard', 'protect', 'playground', 'bully', 'realising', 'homeless', 'beggar', 'petty', 'thief', 'looking', 'easy', 'cash', 'comedy', 'prison', 'jealousy', 'homelessperson', 'beach', 'parentskidsrelationship', 'fight', 'bodyguard', 'protection', 'nerd', 'highschool', 'substituteteacher', 'campus', 'teacher', 'principal', 'celebration', 'schoolbus', 'aftercreditsstinger', 'schoollife', 'teachersandstudents', 'owenwilson', 'lesliemann', 'joshpeck', 'stevenbrill', 'drillbittaylor']",0
188161,A Million Ways to Die in the West,"['cowardly', 'farmer', 'begins', 'fall', 'mysterious', 'new', 'woman', 'town', 'must', 'put', 'newfound', 'courage', 'test', 'husband', 'notorious', 'gunslinger', 'announces', 'arrival', 'comedy', 'western', 'gunslinger', 'farmer', 'wildwest', 'laxative', 'sethmacfarlane', 'charlizetheron', 'liamneeson', 'sethmacfarlane', 'amillionwaystodieinthewest']",0
8850,The Shadow,"['based', '1930s', 'comic', 'strip', 'puts', 'hero', 'arch', 'enemy', 'shiwan', 'khan', 'plans', 'take', 'world', 'holding', 'city', 'ransom', 'using', 'atom', 'bomb', 'using', 'powers', 'invisibility', 'power', 'cloud', 'mens', 'minds', 'shadow', 'comes', 'blazing', 'citys', 'rescue', 'explosive', 'results', 'adventure', 'fantasy', 'action', 'thriller', 'sciencefiction', 'newyork', 'atomicbomb', 'ladykiller', 'hypnosis', 'superhero', 'basedoncomicbook', 'radioseries', 'invisibility', 'theshadow', 'alecbaldwin', 'johnlone', 'penelopeannmiller', 'russellmulcahy', 'theshadow']",3
64685,Extremely Loud & Incredibly Close,"['year', 'fathers', 'death', 'oskar', 'troubled', 'young', 'boy', 'discovers', 'mysterious', 'key', 'believes', 'left', 'father', 'embarks', 'scavenger', 'hunt', 'find', 'matching', 'lock', 'drama', 'basedonnovel', 'autism', 'key', 'scavengerhunt', 'deathoffather', 'youngboy', 'newyorkcity', 'tambourine', 'lock', 'grieving', 'post', '911', 'thomashorn', 'tomhanks', 'sandrabullock', 'stephendaldry', 'extremelyloudincrediblyclose']",1
38357,Morning Glory,"['young', 'devoted', 'morning', 'television', 'producer', 'hired', 'executive', 'producer', 'longrunning', 'morning', 'show', 'onceprominent', 'currently', 'failing', 'station', 'new', 'york', 'city', 'eager', 'keep', 'show', 'air', 'recruits', 'former', 'news', 'journalist', 'anchor', 'disapproves', 'cohosting', 'show', 'deal', 'real', 'news', 'stories', 'comedy', 'drama', 'romance', 'workethic', 'tvmorningshow', 'tvreporter', 'rachelmcadams', 'harrisonford', 'patrickwilson', 'rogermichell', 'morningglory']",0
10060,Get Rich or Die Tryin',"['tale', 'inner', 'city', 'drug', 'dealer', 'turns', 'away', 'crime', 'pursue', 'passion', 'rap', 'music', 'drama', 'lossofmother', 'attemptedmurder', 'career', 'musical', 'rapper', 'drug', '50cent', 'joybryant', 'adewaleakinnuoyeagbaje', 'jimsheridan', 'getrichordietryin']",1
11398,The Art of War,"['ruthless', 'terrorists', 'threaten', 'bring', 'united', 'nations', 'frame', 'one', 'man', 'believe', 'stop', 'international', 'security', 'expert', 'named', 'shaw', 'must', 'run', 'allies', 'become', 'solitary', 'force', 'good', 'tries', 'stop', 'could', 'become', 'world', 'war', 'iii', 'crime', 'action', 'adventure', 'china', 'chinesewoman', 'secretagent', 'conspiracyofmurder', 'unitednations', 'wesleysnipes', 'donaldsutherland', 'maurychaykin', 'christianduguay', 'theartofwar']",2
1833,Rent,"['rock', 'opera', 'tells', 'story', 'one', 'year', 'life', 'group', 'bohemians', 'struggling', 'modern', 'day', 'east', 'village', 'new', 'york', 'story', 'centers', 'around', 'mark', 'roger', 'two', 'roommates', 'former', 'tragedy', 'made', 'roger', 'numb', 'life', 'mark', 'tries', 'capture', 'attempts', 'make', 'film', 'year', 'follows', 'group', 'deals', 'love', 'loss', 'aids', 'modern', 'day', 'life', 'drama', 'romance', 'gay', 'sex', 'aids', 'musical', 'hiv', 'basedonplay', 'africanamerican', 'rockopera', 'missingperson', 'hivpositive', 'homemovie', 'mugging', 'telephonecall', 'lowereastside', 'anthonyrapp', 'adampascal', 'rosariodawson', 'chriscolumbus', 'rent']",1
10391,Bless the Child,"['maggies', 'sister', 'jenna', 'saddles', 'autistic', 'newborn', 'named', 'cody', 'touches', 'maggies', 'heart', 'becomes', 'daughter', 'always', 'longed', 'six', 'years', 'later', 'jenna', 'suddenly', 'reenters', 'life', 'mysterious', 'new', 'husband', 'eric', 'stark', 'abducts', 'cody', 'despite', 'fact', 'maggie', 'legal', 'rights', 'cody', 'fbi', 'agent', 'john', 'travis', 'takes', 'cause', 'realizes', 'cody', 'shares', 'birth', 'date', 'several', 'recently', 'missing', 'children', 'drama', 'horror', 'thriller', 'crime', 'sistersisterrelationship', 'autism', 'mephisto', 'satanism', 'ersatz', 'kimbasinger', 'angelabettis', 'hollistoncoleman', 'chuckrussell', 'blessthechild']",4
8970,The Out-of-Towners,"['remake', '1970', 'neil', 'simon', 'comedy', 'follows', 'adventures', 'couple', 'henry', 'nancy', 'clark', 'vexed', 'misfortune', 'new', 'york', 'city', 'job', 'interview', 'comedy', 'newyork', 'travel', 'misfortune', 'stevemartin', 'goldiehawn', 'johncleese', 'samweisman', 'theoutoftowners']",0
9306,The Island of Dr. Moreau,"['shipwrecked', 'sailor', 'stumbles', 'upon', 'mysterious', 'island', 'shocked', 'discover', 'brilliant', 'scientist', 'lab', 'assistant', 'found', 'way', 'combine', 'human', 'animal', 'dna', 'horrific', 'results', 'fantasy', 'horror', 'sciencefiction', 'monster', 'experiment', 'island', 'mutation', 'genetics', 'hybrid', 'remake', 'hgwells', 'marlonbrando', 'valkilmer', 'davidthewlis', 'johnfrankenheimer', 'theislandofdrmoreau']",4
11370,The Musketeer,"['peter', 'hyamss', 'adaptation', 'famous', 'alexander', 'dumas', 'story', 'three', 'musketeers', 'young', 'dartagnan', 'seeks', 'join', 'legendary', 'musketeer', 'brigade', 'avenge', 'fathers', 'death', 'finds', 'musketeers', 'disbanded', 'action', 'adventure', 'drama', 'lossoffamily', 'queen', 'power', 'powertakeover', 'kingdom', 'royalty', 'musketeer', 'murderhunt', 'catherinedeneuve', 'menasuvari', 'stephenrea', 'peterhyams', 'themusketeer']",3
12184,The Other Boleyn Girl,"['sumptuous', 'sensual', 'tale', 'intrigue', 'romance', 'betrayal', 'set', 'backdrop', 'defining', 'moment', 'european', 'history', 'two', 'beautiful', 'sisters', 'anne', 'mary', 'boleyn', 'driven', 'familys', 'blind', 'ambition', 'compete', 'love', 'handsome', 'passionate', 'king', 'henry', 'viii', 'drama', 'england', 'sistersisterrelationship', 'queen', 'kingdom', 'henryviii', 'natalieportman', 'scarlettjohansson', 'ericbana', 'justinchadwick', 'theotherboleyngirl']",0
1921,Sweet November,"['nelson', 'man', 'devoted', 'advertising', 'career', 'san', 'francisco', 'one', 'day', 'taking', 'driving', 'test', 'dmv', 'meets', 'sara', 'different', 'women', 'life', 'nelson', 'causes', 'miss', 'taking', 'test', 'later', 'day', 'tracks', 'one', 'thing', 'leads', 'another', 'nelson', 'ends', 'living', 'november', 'change', 'life', 'forever', 'drama', 'romance', 'workaholic', 'dogsitter', 'keanureeves', 'charlizetheron', 'jasonisaacs', 'patoconnor', 'sweetnovember']",0
1683,The Reaping,"['katherine', 'morrissey', 'former', 'christian', 'missionary', 'lost', 'faith', 'tragic', 'deaths', 'family', 'applies', 'expertise', 'debunking', 'religious', 'phenomena', 'series', 'biblical', 'plagues', 'overrun', 'small', 'town', 'katherine', 'arrives', 'prove', 'supernatural', 'force', 'behind', 'occurrences', 'soon', 'finds', 'science', 'cannot', 'explain', 'happening', 'instead', 'must', 'regain', 'faith', 'combat', 'evil', 'waits', 'louisiana', 'swamp', 'horror', 'river', 'miracle', 'bible', 'louisiana', 'frog', 'grasshopper', 'faith', 'hilaryswank', 'davidmorrissey', 'idriselba', 'stephenhopkins', 'thereaping']",4
203,Mean Streets,"['smalltime', 'hood', 'must', 'choose', 'among', 'love', 'friendship', 'chance', 'rise', 'within', 'mob', 'drama', 'crime', 'epilepsy', 'protectionmoney', 'secretlove', 'money', 'redemption', 'harveykeitel', 'robertdeniro', 'davidproval', 'martinscorsese', 'meanstreets']",2
11858,Renaissance Man,"['danny', 'devito', 'plays', 'advertising', 'man', 'slowly', 'sliding', 'downhill', 'fired', 'job', 'detroit', 'signs', 'unemployment', 'one', 'day', 'find', 'job', 'teaching', 'thinking', 'skills', 'army', 'recruits', 'arrives', 'base', 'find', 'structure', 'set', 'class', 'comedy', 'war', 'vietnamveteran', 'commercial', 'advertisingexpert', 'kaserne', 'stau', 'soldier', 'unemployment', 'womandirector', 'teachersandstudents', 'dannydevito', 'markwahlberg', 'gregoryhines', 'pennymarshall', 'renaissanceman']",1
62835,Colombiana,"['zoe', 'saldana', 'plays', 'young', 'woman', 'witnessing', 'parents', 'murder', 'child', 'bogota', 'grows', 'stonecold', 'assassin', 'works', 'uncle', 'hitman', 'day', 'personal', 'time', 'spent', 'engaging', 'vigilante', 'murders', 'hopes', 'lead', 'ultimate', 'target', 'mobster', 'responsible', 'parents', 'death', 'action', 'thriller', 'crime', 'drama', 'streetgang', 'uncle', 'femaleassassin', 'witnesstomurder', 'zoesaldana', 'cliffcurtis', 'callumblue', 'oliviermegaton', 'colombiana']",2
18937,Quest for Camelot,"['times', 'king', 'arthur', 'kayley', 'brave', 'girl', 'dreams', 'following', 'late', 'father', 'knight', 'round', 'table', 'evil', 'ruber', 'wants', 'invade', 'camelot', 'take', 'throne', 'king', 'arthur', 'kayley', 'stop', 'fantasy', 'animation', 'drama', 'romance', 'family', 'jessalyngilsig', 'caryelwes', 'garyoldman', 'frederikduchau', 'questforcamelot']",3
13536,City By The Sea,"['man', 'struggling', 'come', 'terms', 'sins', 'father', 'makes', 'terrible', 'discovery', 'son', 'fallen', 'life', 'crime', 'drama', 'based', 'true', 'story', 'vincent', 'lamarca', 'dedicated', 'wellrespected', 'new', 'york', 'city', 'police', 'detective', 'gone', 'great', 'lengths', 'distance', 'past', 'crime', 'drama', 'mystery', 'murder', 'homicidedetective', 'robertdeniro', 'jamesfranco', 'francesmcdormand', 'michaelcatonjones', 'citybythesea']",2
15556,At First Sight,"['blind', 'man', 'operation', 'regain', 'sight', 'urging', 'girlfriend', 'must', 'deal', 'changes', 'life', 'drama', 'romance', 'blind', 'massagetherapist', 'valkilmer', 'mirasorvino', 'kellymcgillis', 'irwinwinkler', 'atfirstsight']",0
10718,Torque,"['biker', 'cary', 'ford', 'framed', 'old', 'rival', 'biker', 'gang', 'leader', 'murder', 'another', 'gang', 'member', 'happens', 'brother', 'trey', 'leader', 'feared', 'biker', 'gang', 'country', 'ford', 'run', 'trying', 'clear', 'name', 'murder', 'trey', 'gang', 'looking', 'blood', 'action', 'exgirlfriend', 'drugdealer', 'gang', 'motorcyclist', 'martinhenderson', 'icecube', 'monetmazur', 'josephkahn', 'torque']",2
11062,City Hall,"['accidental', 'shooting', 'boy', 'new', 'york', 'leads', 'investigation', 'deputy', 'mayor', 'unexpectedly', 'farreaching', 'consequences', 'drama', 'thriller', 'corruption', 'undercover', 'warondrugs', 'mayor', 'drugdealer', 'presidentialelection', 'undercoveragent', 'investigation', 'police', 'drug', 'alpacino', 'johncusack', 'bridgetfonda', 'haroldbecker', 'cityhall']",2
10802,Showgirls,"['young', 'drifter', 'named', 'nomi', 'arrives', 'las', 'vegas', 'become', 'dancer', 'soon', 'sets', 'clawing', 'pushing', 'way', 'become', 'top', 'showgirl', 'drama', 'dancing', 'femalenudity', 'gogodancer', 'spanner', 'seduction', 'striptease', 'sexappeal', 'elizabethberkley', 'kylemaclachlan', 'ginagershon', 'paulverhoeven', 'showgirls']",1
1887,Marie Antoinette,"['retelling', 'frances', 'iconic', 'illfated', 'queen', 'marie', 'antoinette', 'betrothal', 'marriage', 'louis', 'xvi', '15', 'reign', 'queen', '19', 'ultimately', 'fall', 'versailles', 'drama', 'history', 'shoe', 'voiceover', 'rite', 'theatreaudience', 'brideandgroom', 'deathofking', 'applause', 'womandirector', 'kirstendunst', 'jasonschwartzman', 'judydavis', 'sofiacoppola', 'marieantoinette']",1
6071,Kiss of Death,"['jimmy', 'kilmartin', 'excon', 'living', 'astoria', 'new', 'york', 'city', 'borough', 'queens', 'trying', 'stay', 'clean', 'raising', 'family', 'wife', 'bev', 'cousin', 'ronnie', 'causes', 'take', 'fall', 'driving', 'illegal', 'transport', 'stolen', 'cars', 'police', 'officer', 'named', 'calvin', 'hart', 'injured', 'jimmy', 'lands', 'back', 'prison', 'exchange', 'early', 'release', 'asked', 'help', 'bring', 'local', 'crime', 'boss', 'named', 'little', 'junior', 'brown', 'jimmy', 'remarries', 'attempts', 'renew', 'relationship', 'child', 'sent', 'undercover', 'detective', 'hart', 'work', 'junior', 'infiltrate', 'operations', 'soon', 'little', 'junior', 'kills', 'undercover', 'federal', 'agent', 'jimmy', 'watching', 'unscrupulous', 'district', 'attorney', 'feds', 'complicate', 'life', 'must', 'take', 'junior', 'face', 'consequences', 'action', 'crime', 'drama', 'thriller', 'hoodlum', 'davidcaruso', 'samuelljackson', 'nicolascage', 'barbetschroeder', 'kissofdeath']",2
10461,Get Carter,"['remake', 'michael', 'caine', 'classic', 'jack', 'carter', 'mob', 'enforcer', 'living', 'las', 'vegas', 'travels', 'back', 'hometown', 'seattle', 'brothers', 'funeral', 'visit', 'carter', 'realizes', 'death', 'brother', 'accidental', 'murder', 'knowledge', 'carter', 'sets', 'kill', 'responsible', 'action', 'drama', 'thriller', 'crime', 'ritual', 'pornographicvideo', 'carcrash', 'dvd', 'sylvesterstallone', 'mirandarichardson', 'rachaelleighcook', 'stephentkay', 'getcarter']",2
80278,The Impossible,"['december', '2004', 'closeknit', 'family', 'maria', 'henry', 'three', 'sons', 'begin', 'winter', 'vacation', 'thailand', 'day', 'christmas', 'idyllic', 'holiday', 'turns', 'incomprehensible', 'nightmare', 'terrifying', 'roar', 'rises', 'depths', 'sea', 'followed', 'wall', 'black', 'water', 'devours', 'everything', 'path', 'though', 'maria', 'family', 'face', 'darkest', 'hour', 'unexpected', 'displays', 'kindness', 'courage', 'ameliorate', 'terror', 'thriller', 'drama', 'thailand', 'tsunami', 'familyvacation', 'tidalwave', 'catastrophe', 'sweptaway', 'separationfromfamily', 'boxingday', '21stcentury', 'naomiwatts', 'ewanmcgregor', 'tomholland', 'juanantoniobayona', 'theimpossible']",1
12704,Ishtar,"['two', 'terrible', 'lounge', 'singers', 'get', 'booked', 'play', 'gig', 'moroccan', 'hotel', 'somehow', 'become', 'pawns', 'international', 'power', 'play', 'cia', 'emir', 'ishtar', 'rebels', 'trying', 'overthrow', 'regime', 'action', 'adventure', 'comedy', 'wilderness', 'sahara', 'beautifulwoman', 'singer', 'escape', 'womandirector', 'warrenbeatty', 'dustinhoffman', 'isabelleadjani', 'elainemay', 'ishtar']",2
10315,Fantastic Mr. Fox,"['fantastic', 'mr', 'fox', 'bored', 'current', 'life', 'plans', 'heist', 'three', 'local', 'farmers', 'farmers', 'tired', 'sharing', 'chickens', 'sly', 'fox', 'seek', 'revenge', 'family', 'adventure', 'animation', 'comedy', 'family', 'fox', 'tree', 'peasant', 'revenge', 'cider', 'tale', 'farmlife', 'georgeclooney', 'merylstreep', 'jasonschwartzman', 'wesanderson', 'fantasticmrfox']",3
16643,Life or Something Like It,"['reporter', 'lanie', 'kerrigan', 'interviews', 'psychic', 'homeless', 'man', 'fluff', 'piece', 'football', 'games', 'score', 'instead', 'tells', 'life', 'meaning', 'going', 'end', 'days', 'sparks', 'action', 'trying', 'change', 'pattern', 'life', 'comedy', 'drama', 'romance', 'angelinajolie', 'edwardburns', 'tonyshalhoub', 'stephenherek', 'lifeorsomethinglikeit']",0
2687,Memoirs of an Invisible Man,"['freak', 'accident', 'invisible', 'yuppie', 'runs', 'life', 'treacherous', 'cia', 'official', 'trying', 'cope', 'new', 'life', 'comedy', 'fantasy', 'sciencefiction', 'invisibleman', 'chevychase', 'darylhannah', 'samneill', 'johncarpenter', 'memoirsofaninvisibleman']",3
194,Amélie,"['tiny', 'parisian', 'caf', 'adorable', 'yet', 'painfully', 'shy', 'amlie', 'audrey', 'tautou', 'accidentally', 'discovers', 'gift', 'helping', 'others', 'soon', 'amelie', 'spending', 'days', 'matchmaker', 'guardian', 'angel', 'allaround', 'dogooder', 'bumps', 'handsome', 'stranger', 'find', 'courage', 'become', 'star', 'love', 'story', 'comedy', 'romance', 'paris', 'lovetriangle', 'ghosttrain', 'sexshop', 'shyness', 'montmartre', 'daughter', 'gardengnome', 'journeyroundtheworld', 'photography', 'audreytautou', 'mathieukassovitz', 'rufus', 'jeanpierrejeunet', 'amlie']",0
11025,New York Minute,"['top', 'student', 'jane', 'ryan', 'heads', 'manhattan', 'collegescholarship', 'competition', 'rebellious', 'twin', 'roxy', 'ryan', 'goes', 'along', 'crash', 'video', 'shoot', 'anything', 'happen', 'romp', 'involving', 'pursuing', 'truant', 'officer', 'smuggler', 'hunkalicious', 'guys', 'girls', 'realization', 'chips', 'sister', 'best', 'friend', 'comedy', 'twinsister', 'musicvideo', 'geek', 'vacation', 'university', 'teencomedy', 'womandirector', 'ashleyolsen', 'marykateolsen', 'eugenelevy', 'denniegordon', 'newyorkminute']",0
8849,Alfie,"['manhattan', 'british', 'limousine', 'driver', 'alfie', 'surrounded', 'beautiful', 'women', 'one', 'night', 'stands', 'without', 'sort', 'commitment', 'best', 'friends', 'colleague', 'marlon', 'girlfriend', 'lonette', 'alfie', 'brief', 'affair', 'lonette', 'consequences', 'act', 'forces', 'alfie', 'reflect', 'lifestyle', 'comedy', 'newyork', 'cheating', 'flirt', 'lover', 'olderwomanseducesyoungerguy', 'playboy', 'judelaw', 'marisatomei', 'omarepps', 'charlesshyer', 'alfie']",0
78698,Big Miracle,"['based', 'inspiring', 'true', 'story', 'smalltown', 'news', 'reporter', 'krasinski', 'greenpeace', 'volunteer', 'barrymore', 'enlist', 'help', 'rival', 'superpowers', 'save', 'three', 'majestic', 'gray', 'whales', 'trapped', 'ice', 'arctic', 'circle', 'big', 'miracle', 'adapted', 'nonfiction', 'book', 'freeing', 'whales', 'media', 'created', 'worlds', 'greatest', 'nonevent', 'tom', 'rose', 'adventure', 'drama', 'romance', 'whale', 'alaska', 'aftercreditsstinger', 'duringcreditsstinger', 'greenpeace', 'animalprotection', 'drewbarrymore', 'johnkrasinski', 'kristenbell', 'kenkwapis', 'bigmiracle']",1
30943,The Deep End of the Ocean,"['michelle', 'pfeiffer', 'ferocious', 'role', 'desperate', 'mother', 'whose', '3yearold', 'son', 'disappears', 'high', 'school', 'reunion', 'nine', 'years', 'later', 'chance', 'turns', 'town', 'family', 'relocated', 'based', 'jacquelyn', 'mitchards', 'bestselling', 'novel', 'oprah', 'book', 'club', 'selection', 'movie', 'effectively', 'presents', 'troubling', 'dynamics', 'exist', 'family', 'members', 'whove', 'suffered', 'unsettling', 'loss', 'drama', 'mystery', 'kidnapping', 'boy', 'reunion', 'michellepfeiffer', 'treatwilliams', 'whoopigoldberg', 'ulugrosbard', 'thedeependoftheocean']",1
9544,FearDotCom,"['four', 'corpses', 'hands', 'new', 'york', 'city', 'gumshoe', 'mike', 'reilly', 'stephen', 'dorff', 'teams', 'department', 'health', 'worker', 'terry', 'huston', 'natascha', 'mcelhone', 'track', 'homicidal', 'sadist', 'telecasts', 'shocking', 'acts', 'torture', 'internet', 'work', 'cut', 'seems', 'victims', 'link', 'went', 'toes', '48', 'hours', 'logging', 'site', 'known', 'feardotcomcom', 'stephen', 'rea', 'also', 'stars', 'gruesome', 'thriller', 'horror', 'thriller', 'raceagainsttime', 'psychopath', 'homepage', 'cop', 'doctor', 'spirit', 'killer', 'voyeurism', 'stephendorff', 'nataschamcelhone', 'stephenrea', 'williammalone', 'feardotcom']",4
24418,Cirque du Freak: The Vampire's Assistant,"['darren', 'regular', 'teenage', 'kid', 'friend', 'steve', 'find', 'freak', 'show', 'coming', 'town', 'work', 'hard', 'trying', 'find', 'tickets', 'together', 'go', 'cirque', 'du', 'freak', 'see', 'many', 'strange', 'acts', 'including', 'wolfman', 'bearded', 'lady', 'adventure', 'fantasy', 'action', 'thriller', 'vampire', 'spider', 'wolfman', 'stew', 'bestfriend', 'antidote', 'basedonyoungadultnovel', 'johncreilly', 'joshhutcherson', 'chrismassoglia', 'paulweitz', 'cirquedufreakthevampiresassistant']",3
7288,Duplex,"['young', 'couple', 'buys', 'dream', 'home', 'idea', 'sweet', 'little', 'old', 'lady', 'upstairs', 'going', 'put', 'action', 'comedy', 'thriller', 'benstiller', 'drewbarrymore', 'eileenessell', 'dannydevito', 'duplex']",0
14655,Soul Men,"['two', 'former', 'backup', 'soul', 'singers', 'louis', 'floyd', 'spoken', '20', 'years', 'reluctantly', 'agree', 'travel', 'across', 'country', 'together', 'reunion', 'concert', 'honor', 'recentlydeceased', 'lead', 'singer', 'cleo', 'beautiful', 'young', 'woman', 'believed', 'floyds', 'daughter', 'accompanies', 'new', 'singer', 'comedy', 'music', 'duringcreditsstinger', 'samuelljackson', 'berniemac', 'sharonleal', 'malcolmdlee', 'soulmen']",0
24575,Raise the Titanic,"['obtain', 'supply', 'rare', 'mineral', 'ship', 'raising', 'operation', 'conducted', 'known', 'source', 'titanic', 'action', 'drama', 'thriller', 'memmetwalsh', 'richardjordan', 'davidselby', 'jerryjameson', 'raisethetitanic']",2
10366,Universal Soldier: The Return,"['luc', 'deveraux', 'heroic', 'former', 'universal', 'soldier', 'thrown', 'action', 'seth', 'michael', 'jai', 'white', 'supercomputer', 'controlled', 'ultrawarrior', 'decides', 'take', 'revenge', 'destroy', 'creators', 'luc', 'stop', 'hell', 'breaks', 'loose', 'luc', 'battles', 'seth', 'deadly', 'team', 'perfect', 'soldiers', 'struggle', 'pits', 'man', 'machine', 'good', 'evil', 'action', 'sciencefiction', 'supercomputer', 'computerprogram', 'destiny', 'timebomb', 'jeanclaudevandamme', 'kianatom', 'billgoldberg', 'microdgers', 'universalsoldierthereturn']",2
19898,Pandorum,"['two', 'crew', 'members', 'wake', 'abandoned', 'spacecraft', 'idea', 'long', 'theyve', 'asleep', 'mission', 'two', 'soon', 'discover', 'theyre', 'actually', 'alone', 'reality', 'situation', 'horrifying', 'could', 'imagined', 'action', 'horror', 'mystery', 'sciencefiction', 'thriller', 'dystopia', 'spaceship', 'survival', 'mission', 'benfoster', 'dennisquaid', 'camgigandet', 'christianalvart', 'pandorum']",4
4965,Impostor,"['gary', 'sinise', 'plays', 'spencer', 'olham', 'topsecret', 'government', 'weapons', 'designer', 'arrested', 'clandestine', 'government', 'organization', 'suspicion', 'clone', 'created', 'hostile', 'alien', 'race', 'wanting', 'take', 'earth', 'action', 'sciencefiction', 'thriller', 'android', 'alien', 'garysinise', 'madeleinestowe', 'mekhiphifer', 'garyfleder', 'impostor']",3
15074,Extreme Ops,"['filming', 'advertisement', 'extreme', 'sports', 'enthusiasts', 'unwittingly', 'stop', 'group', 'terrorists', 'action', 'adventure', 'drama', 'thriller', 'ski', 'devonsawa', 'bridgettewilson', 'rufussewell', 'christianduguay', 'extremeops']",2
56715,Just Visiting,"['knight', 'valet', 'plagued', 'witch', 'repair', 'damage', 'make', 'use', 'services', 'wizard', 'however', 'something', 'goes', 'wrong', 'transported', '12th', 'century', 'year', '2000', 'knight', 'meets', 'family', 'slowly', 'learns', 'new', 'century', 'like', 'however', 'still', 'needs', 'get', 'back', '12th', 'century', 'deal', 'witch', 'starts', 'looking', 'wizard', 'comedy', 'fantasy', 'sciencefiction', 'timetravel', 'remake', 'alternatehistory', 'dragon', 'remakeoffrenchfilm', 'alternatetimeline', 'flatulence', 'jeanreno', 'christinaapplegate', 'christianclavier', 'jeanmariepoir', 'justvisiting']",3
1272,Sunshine,"['fifty', 'years', 'future', 'sun', 'dying', 'earth', 'threatened', 'arctic', 'temperatures', 'team', 'astronauts', 'sent', 'revive', 'sun', 'mission', 'fails', 'seven', 'years', 'later', 'new', 'team', 'sent', 'finish', 'mission', 'mankinds', 'last', 'hope', 'sciencefiction', 'thriller', 'savingtheworld', 'bomb', 'sun', 'spacemarine', 'sunlight', 'solarenergy', 'spacemission', 'earth', 'expiration', 'cillianmurphy', 'rosebyrne', 'chrisevans', 'dannyboyle', 'sunshine']",3
72358,A Thousand Words,"['jack', 'mccall', 'fasttalking', 'literary', 'agent', 'close', 'deal', 'time', 'way', 'set', 'sights', 'new', 'age', 'guru', 'dr', 'sinja', 'cliff', 'curtis', 'selfish', 'purposes', 'dr', 'sinja', 'jacks', 'life', 'comes', 'unglued', 'magical', 'bodhi', 'tree', 'mysteriously', 'appears', 'backyard', 'every', 'word', 'jack', 'speaks', 'leaf', 'falls', 'tree', 'realizes', 'last', 'leaf', 'falls', 'tree', 'toast', 'words', 'never', 'failed', 'jack', 'mccall', 'hes', 'got', 'stop', 'talking', 'conjure', 'outrageous', 'ways', 'communicate', 'hes', 'goner', 'drama', 'comedy', 'liar', 'literaryagent', 'eddiemurphy', 'allisonjanney', 'cliffcurtis', 'brianrobbins', 'athousandwords']",0
